source,target,weight,connection_type
VC3,VC1,4.0,mixed
VC3,VC2,6.0,mixed
VC3,VC4,5.0,mixed
VC3,VC5,3.0,mixed
VC3,VD1,1.0,chemical
VC3,VD2,1.0,chemical
VC3,VD3,1.0,chemical
VC3,VD4,2.0,chemical
VC3,VD5,4.0,chemical
VC3,VD6,4.0,chemical
VC3,VD7,5.0,chemical
DB4,DB1,1.0,electrical
DB4,DD3,3.0,chemical
DB4,LegacyBodyWallMuscles,6.0,chemical
DB4,VD6,13.0,chemical
DB4,VC2,1.0,chemical
DB4,VB4,1.0,electrical
DD1,PVQR,1.0,chemical
DD1,RID,4.0,chemical
DD1,VD1,4.0,electrical
DD1,DB1,10.0,chemical
DD1,LegacyBodyWallMuscles,34.0,chemical
DD1,VD2,3.0,mixed
DD1,DD2,1.0,electrical
DD1,PVNL,2.0,chemical
DD1,VA1,9.0,chemical
DD1,VC2,6.0,chemical
DD1,VC1,7.0,chemical
HSNR,AVJL,2.0,chemical
HSNR,PVQR,2.0,chemical
HSNR,HSNL,2.0,mixed
HSNR,RIFR,5.0,chemical
HSNR,AVFR,1.0,chemical
HSNR,AIMR,2.0,chemical
HSNR,ASJR,1.0,chemical
HSNR,AIZR,1.0,chemical
HSNR,AVFL,2.0,chemical
HSNR,AWBL,1.0,chemical
HSNR,BDUR,5.0,chemical
HSNR,LegacyBodyWallMuscles,6.0,chemical
HSNR,RMGR,1.0,chemical
HSNR,VC2,3.0,chemical
HSNR,VD4,2.0,chemical
HSNR,ASJL,1.0,chemical
HSNR,PLMR,1.0,chemical
PVNL,PVQR,1.0,electrical
PVNL,BDUL,4.0,chemical
PVNL,AVFL,2.0,chemical
PVNL,AVHR,1.0,chemical
PVNL,AVM,1.0,chemical
PVNL,BDUR,6.0,chemical
PVNL,AVFR,1.0,chemical
PVNL,AVG,1.0,chemical
PVNL,AVJL,5.0,chemical
PVNL,LegacyBodyWallMuscles,3.0,chemical
PVNL,PQR,2.0,chemical
PVNL,PVT,1.0,chemical
PVNL,PVWL,1.0,chemical
VB3,DB1,1.0,electrical
VB3,DD2,37.0,chemical
VB3,LegacyBodyWallMuscles,35.0,chemical
VD3,DB1,1.0,chemical
VD3,VD2,2.0,electrical
VD3,LegacyBodyWallMuscles,23.0,chemical
VD3,PVPL,1.0,electrical
VD3,VD4,1.0,electrical
VD3,DD2,1.0,chemical
VD3,DB2,23.0,chemical
VD3,VC1,1.0,chemical
DVC,PVQR,1.0,chemical
DVC,PVPR,15.0,mixed
DVC,VD1,5.0,electrical
DVC,AVKL,2.0,chemical
DVC,AVKR,1.0,chemical
DVC,PVPL,2.0,electrical
DVC,PVT,3.0,chemical
DVC,RMFL,2.0,chemical
DVC,RMFR,4.0,chemical
DVC,DVB,3.0,chemical
DVC,VC5,2.0,chemical
DVC,VC2,1.0,chemical
DVC,VD10,4.0,electrical
DVC,VC1,1.0,chemical
PQR,AVG,1.0,chemical
PQR,PVPL,4.0,electrical
PVT,PVQR,1.0,chemical
PVT,AVKL,2.0,electrical
PVT,AVKR,7.0,chemical
PVT,PVPL,1.0,electrical
PVT,RIH,1.0,chemical
PVT,RMEV,1.0,chemical
PVT,RMFL,3.0,chemical
PVT,RMFR,3.0,chemical
PVT,SMBDR,1.0,chemical
PVT,AVG,1.0,chemical
PVT,PVWL,2.0,chemical
PVT,VC5,1.0,chemical
PVT,VC2,2.0,chemical
PVT,PVWR,1.0,chemical
PVT,VC1,2.0,chemical
RMDVR,RIVR,1.0,chemical
RMDVR,IL1L,2.0,chemical
RMDVR,CEPDR,2.0,chemical
RMDVR,OLLR,3.0,chemical
RMDVR,RMDR,1.0,electrical
RMDVR,SAAVR,1.0,electrical
RMDVR,RIAR,10.0,chemical
RMDVR,OLQDR,1.0,electrical
RMDVR,RMGR,5.0,chemical
RMDVR,RMDDR,1.0,electrical
RMDVR,RMDDL,11.0,chemical
RMDVR,LegacyBodyWallMuscles,9.0,chemical
RMDVR,RMDVL,1.0,electrical
RMDVR,SIBDR,1.0,chemical
RMDVR,SIBVR,1.0,chemical
RMDVR,URADR,1.0,chemical
RMDVR,IL1DR,5.0,chemical
RMDVR,IL1R,4.0,chemical
VA1,AVM,2.0,chemical
VA1,VD1,4.0,chemical
VA1,LegacyBodyWallMuscles,11.0,chemical
VD2,VD1,7.0,electrical
VD2,DB1,15.0,chemical
VD2,LegacyBodyWallMuscles,22.0,chemical
VD2,VC2,2.0,chemical
VD2,VC1,1.0,chemical
AVJL,ADAR,3.0,chemical
AVJL,AVFR,3.0,chemical
AVJL,AVHL,5.0,chemical
AVJL,PLMR,2.0,chemical
AVJL,RIFR,2.0,chemical
AVJL,RIS,2.0,mixed
AVJL,PVR,3.0,chemical
AVJL,ADLL,1.0,chemical
AVJL,AIML,1.0,chemical
AVJL,HSNL,2.0,chemical
AVJL,AVFL,1.0,chemical
AVJL,RMGR,1.0,chemical
AVJL,BDUR,2.0,chemical
AVJL,AVG,1.0,chemical
AVJL,PVWL,1.0,chemical
PVQR,ADAR,1.0,electrical
PVQR,AIAR,7.0,chemical
PVQR,ASKR,8.0,mixed
PVQR,AVFL,2.0,mixed
PVQR,AVFR,1.0,chemical
PVQR,AWAR,2.0,chemical
PVQR,RIFR,1.0,chemical
PVQR,VD1,1.0,chemical
PVQR,PVPR,1.0,chemical
PVQR,AVHL,2.0,chemical
PVQR,PVQL,2.0,electrical
PVQR,ASJR,13.0,chemical
PVQR,AVG,1.0,chemical
PVQR,VC2,1.0,chemical
ADAR,ADFR,2.0,mixed
ADAR,RIPR,1.0,chemical
ADAR,RIVR,1.0,chemical
ADAR,AIAR,1.0,chemical
ADAR,RMGR,1.0,chemical
ADAR,URBR,1.0,chemical
AVKL,SMBDR,1.0,electrical
AVKL,AVM,1.0,chemical
AVKL,PVM,12.0,chemical
AVKL,PVPL,1.0,electrical
AVKL,PVPR,1.0,electrical
AVKL,RMFR,4.0,chemical
AVKL,SIAVR,1.0,chemical
AVKL,SMBVR,1.0,electrical
AVKL,AVKR,2.0,electrical
AVKL,PVR,1.0,chemical
AVKL,RMDR,1.0,chemical
AVKL,SMBDL,1.0,electrical
AVKL,RIS,1.0,chemical
AVKL,RMFL,4.0,chemical
AVKR,SMBDR,2.0,electrical
AVKR,ADEL,1.0,electrical
AVKR,BDUL,1.0,chemical
AVKR,LegacyBodyWallMuscles,2.0,chemical
AVKR,PVPL,6.0,electrical
AVKR,PVQL,1.0,chemical
AVKR,RMDR,1.0,chemical
AVKR,RMFL,5.0,chemical
AVKR,SMBDL,2.0,mixed
AVKR,SMBVR,1.0,electrical
AVKR,RIS,4.0,chemical
AVKR,RMFR,3.0,chemical
RIVR,LegacyBodyWallMuscles,5.0,chemical
RIVR,RIAR,2.0,chemical
RIVR,RMDDL,1.0,chemical
RIVR,RMDR,1.0,chemical
RIVR,RMEV,1.0,chemical
RIVR,SIAVL,2.0,chemical
RIVR,ADEL,1.0,chemical
RIVR,RIVL,2.0,electrical
RMFR,SAAVL,2.0,chemical
RMFR,RMDL,2.0,chemical
SMBDL,AWBL,1.0,chemical
SMBDL,AVHR,1.0,chemical
SMBDL,LegacyBodyWallMuscles,8.0,chemical
SMBDL,RMED,3.0,chemical
SMBDL,SAAVR,2.0,chemical
SMBDL,ALNR,2.0,chemical
SMBDL,URBR,1.0,chemical
SMBDR,ADFR,1.0,chemical
SMBDR,ADEL,1.0,chemical
SMBDR,CEPDL,1.0,chemical
SMBDR,LegacyBodyWallMuscles,10.0,chemical
SMBDR,RMED,4.0,chemical
SMBDR,SAAVL,3.0,chemical
SMBDR,URBL,1.0,chemical
SMBDR,CEPDR,1.0,chemical
SMBDR,AIZR,5.0,chemical
SMBDR,AVHL,1.0,chemical
SMBDR,ALNL,1.0,electrical
LegacyBodyWallMuscles,IL1L,13.0,chemical
LegacyBodyWallMuscles,RIVL,4.0,chemical
LegacyBodyWallMuscles,RMDL,11.0,chemical
LegacyBodyWallMuscles,RMGL,4.0,chemical
LegacyBodyWallMuscles,RMHL,8.0,chemical
LegacyBodyWallMuscles,RMDR,4.0,chemical
LegacyBodyWallMuscles,SMBVR,6.0,chemical
LegacyBodyWallMuscles,HSNL,7.0,chemical
LegacyBodyWallMuscles,AVFL,2.0,chemical
LegacyBodyWallMuscles,AVFR,4.0,chemical
LegacyBodyWallMuscles,RMGR,3.0,chemical
LegacyBodyWallMuscles,RID,3.0,chemical
LegacyBodyWallMuscles,RMDDR,10.0,chemical
LegacyBodyWallMuscles,RMDDL,8.0,chemical
LegacyBodyWallMuscles,RMHR,7.0,chemical
LegacyBodyWallMuscles,VD1,12.0,chemical
LegacyBodyWallMuscles,PDA,2.0,chemical
LegacyBodyWallMuscles,PDB,2.0,chemical
LegacyBodyWallMuscles,DB1,3.0,chemical
LegacyBodyWallMuscles,VD4,25.0,chemical
LegacyBodyWallMuscles,DD2,28.0,chemical
LegacyBodyWallMuscles,VD5,26.0,chemical
LegacyBodyWallMuscles,VD6,27.0,chemical
LegacyBodyWallMuscles,RMDVL,9.0,chemical
LegacyBodyWallMuscles,VC4,7.0,chemical
LegacyBodyWallMuscles,VD11,11.0,chemical
LegacyBodyWallMuscles,RMFL,3.0,chemical
LegacyBodyWallMuscles,DD6,1.0,chemical
LegacyBodyWallMuscles,VD12,13.0,chemical
LegacyBodyWallMuscles,URADL,6.0,chemical
LegacyBodyWallMuscles,URADR,7.0,chemical
LegacyBodyWallMuscles,IL1DL,5.0,chemical
LegacyBodyWallMuscles,IL1DR,7.0,chemical
LegacyBodyWallMuscles,IL1R,13.0,chemical
LegacyBodyWallMuscles,IL1VL,9.0,chemical
LegacyBodyWallMuscles,URAVL,9.0,chemical
LegacyBodyWallMuscles,IL1VR,10.0,chemical
LegacyBodyWallMuscles,URAVR,8.0,chemical
LegacyBodyWallMuscles,DB2,24.0,chemical
LegacyBodyWallMuscles,DD3,32.0,chemical
LegacyBodyWallMuscles,VD8,25.0,chemical
LegacyBodyWallMuscles,DD5,1.0,chemical
LegacyBodyWallMuscles,VD9,28.0,chemical
LegacyBodyWallMuscles,RMED,10.0,chemical
LegacyBodyWallMuscles,RMEV,5.0,chemical
LegacyBodyWallMuscles,VC5,2.0,chemical
LegacyBodyWallMuscles,VC2,10.0,chemical
LegacyBodyWallMuscles,RMER,15.0,chemical
LegacyBodyWallMuscles,RMEL,12.0,chemical
LegacyBodyWallMuscles,PLNL,1.0,chemical
LegacyBodyWallMuscles,VB4,20.0,chemical
LegacyBodyWallMuscles,VD10,22.0,chemical
LegacyBodyWallMuscles,VD7,24.0,chemical
LegacyBodyWallMuscles,VC1,6.0,chemical
LegacyBodyWallMuscles,VC6,1.0,chemical
RMDL,ADEL,4.0,chemical
RMDL,IL1L,1.0,chemical
RMDL,IL2L,3.0,chemical
RMDL,OLLL,2.0,chemical
RMDL,RIVL,2.0,chemical
RMDL,OLLR,5.0,chemical
RMDL,RIAR,6.0,chemical
RMDL,RMDDR,1.0,chemical
RMDL,RMDR,4.0,chemical
RMDL,RMDVL,1.0,electrical
RMDL,RMER,1.0,chemical
RMDL,RMFL,1.0,chemical
RMDL,RMGL,1.0,chemical
RMDL,RMGR,4.0,chemical
RMDL,RMDDL,1.0,electrical
RMDL,RIS,2.0,chemical
RMDL,IL1R,4.0,chemical
RMDL,URBR,1.0,chemical
RMDL,IL2R,2.0,chemical
RMDR,IL1L,3.0,chemical
RMDR,IL2L,1.0,chemical
RMDR,RMGL,3.0,chemical
RMDR,RMHL,1.0,chemical
RMDR,ALA,1.0,chemical
RMDR,RIAR,15.0,chemical
RMDR,RIS,5.0,chemical
RMDR,RMDDL,1.0,chemical
RMDR,URXR,1.0,chemical
RMDR,RMGR,2.0,chemical
RMDR,RMFL,3.0,chemical
RMDR,IL1R,2.0,chemical
RMDR,URBR,1.0,chemical
SAAVL,ALNL,4.0,chemical
SAAVL,OLLR,1.0,chemical
SAAVL,RMDVL,1.0,electrical
SAAVL,SMBVR,3.0,electrical
SAAVR,ALNR,2.0,chemical
OLQDL,RIPR,1.0,chemical
OLQDL,CEPDL,1.0,electrical
OLQDL,IL2L,5.0,chemical
OLQDL,RIH,4.0,chemical
OLQDL,RMDDR,4.0,chemical
OLQDL,RMDVL,1.0,electrical
OLQDL,URBL,1.0,electrical
OLQDL,IL2DL,2.0,chemical
OLQDR,RIPR,1.0,chemical
OLQDR,RIH,1.0,electrical
OLQDR,CEPDR,2.0,electrical
OLQDR,AIMR,1.0,chemical
OLQDR,RMDDL,3.0,chemical
OLQDR,RMHR,1.0,chemical
OLQDR,SIBVR,2.0,chemical
OLQDR,URBR,1.0,electrical
OLQDR,IL2R,2.0,chemical
RIAR,ADFR,16.0,chemical
RIAR,RIH,8.0,chemical
RIAR,RIVL,2.0,chemical
RIAR,AIYR,6.0,chemical
RIAR,AIZR,7.0,chemical
RIAR,AUAR,6.0,chemical
RIAR,AWBR,1.0,chemical
RIAR,PVPR,2.0,chemical
RIAR,CEPVR,1.0,chemical
RIAR,IL1R,1.0,chemical
RIAR,RMDDL,10.0,chemical
RIAR,RMDDR,11.0,chemical
RIAR,RMDVL,12.0,chemical
RIAR,SIADL,1.0,chemical
RIAR,SIADR,1.0,chemical
RIAR,SIAVL,1.0,chemical
RIAR,URXR,3.0,chemical
RIAR,ASEL,1.0,chemical
RIAR,BAGL,5.0,chemical
RIAR,URYVR,1.0,chemical
RIAR,IL2VR,2.0,chemical
RMDDL,IL1L,5.0,chemical
RMDDL,OLLL,7.0,chemical
RMDDL,CEPDR,1.0,chemical
RMDDL,CEPVL,4.0,chemical
RMDDL,ALMR,1.0,chemical
RMDDL,RMDVL,1.0,electrical
RMDDL,RIS,1.0,chemical
RMDDL,IL1R,3.0,chemical
RMDDL,IL1VL,5.0,chemical
ADFR,AIYR,2.0,chemical
ADFR,AIZR,8.0,chemical
ADFR,AUAR,4.0,chemical
ADFR,AWBR,5.0,chemical
ADFR,PVPR,2.0,chemical
ADFR,SMBVR,2.0,chemical
ADFR,URXR,1.0,chemical
ADFR,RIH,1.0,chemical
ADFR,AIAR,1.0,electrical
ADFR,AWAR,3.0,chemical
ADFR,AVHL,3.0,chemical
ADFR,ASEL,1.0,chemical
RIPR,I1L,1.0,electrical
RIPR,RIH,6.0,chemical
RIPR,PVR,3.0,chemical
RIPR,URXR,3.0,chemical
RIPR,RIFR,1.0,chemical
RIPR,CEPVR,1.0,chemical
RIPR,URADR,3.0,chemical
RIPR,IL1DR,5.0,chemical
RIPR,IL1VR,6.0,chemical
RIPR,IL2VR,15.0,chemical
RIPR,OLQVR,2.0,chemical
RIPR,URAVR,3.0,chemical
RIPR,RMED,1.0,electrical
RIPR,IL2DR,11.0,chemical
AIYR,AIZR,8.0,chemical
AIYR,AWAR,3.0,chemical
AIYR,HSNL,1.0,chemical
AIYR,AUAR,1.0,chemical
AIYR,AWCR,9.0,chemical
AIYR,AFDR,13.0,chemical
AIYR,ASGR,1.0,chemical
AIYR,ASEL,6.0,chemical
AIZR,RIH,4.0,chemical
AIZR,AIAR,2.0,chemical
AIZR,SMBVR,3.0,chemical
AIZR,AWBR,4.0,chemical
AIZR,HSNL,1.0,chemical
AIZR,ASGR,1.0,electrical
AIZR,AWAR,1.0,electrical
AUAR,RIH,1.0,chemical
AUAR,AINL,2.0,mixed
AUAR,URXR,5.0,chemical
AUAR,AWBR,1.0,electrical
AUAR,AINR,1.0,chemical
AUAR,AWAR,1.0,chemical
AWBR,ASGR,1.0,chemical
AWBR,AWBL,1.0,electrical
AWBR,RMGR,1.0,electrical
AWBR,SMBVR,1.0,chemical
AWBR,HSNL,2.0,chemical
AWBR,AWAR,1.0,chemical
AWBR,AVHL,1.0,chemical
PVPR,AVHL,5.0,chemical
PVPR,DD2,1.0,chemical
PVPR,RMGR,1.0,chemical
PVPR,RIFR,4.0,chemical
PVPR,PVPL,1.0,electrical
PVPR,VD4,1.0,electrical
PVPR,VD5,1.0,electrical
PVPR,AVG,1.0,chemical
SMBVR,RMEV,3.0,chemical
SMBVR,AVHL,2.0,chemical
SMBVR,PLNR,6.0,chemical
URXR,OLQVR,1.0,chemical
URXR,RMGR,2.0,mixed
URXR,SIAVR,1.0,chemical
URXR,IL1R,2.0,chemical
URXR,URBR,6.0,chemical
URXR,IL2VR,1.0,chemical
URXR,IL2R,1.0,electrical
AIAR,ADLR,12.0,chemical
AIAR,ASGR,12.0,chemical
AIAR,ASIR,5.0,mixed
AIAR,AWAR,1.0,electrical
AIAR,AWCL,5.0,chemical
AIAR,AWCR,5.0,chemical
AIAR,RIFR,2.0,chemical
AIAR,AIMR,5.0,chemical
AIAR,ASKR,11.0,chemical
RMGR,CEPDR,1.0,chemical
RMGR,AIMR,3.0,chemical
RMGR,ASKR,1.0,electrical
RMGR,ALNR,1.0,chemical
RMGR,RMHR,1.0,electrical
RMGR,RMFL,1.0,chemical
RMGR,IL2R,1.0,electrical
AVHL,BDUL,1.0,chemical
AVHL,AIML,2.0,chemical
AVHL,RIFR,1.0,chemical
AVHL,AVFL,4.0,mixed
AVHL,AVFR,4.0,mixed
AVHL,AVHR,2.0,mixed
AVHL,PHBR,1.0,electrical
AVHL,PVQL,1.0,chemical
AVHL,VD1,1.0,chemical
AVHL,BDUR,1.0,chemical
AVHL,PHAL,1.0,chemical
PVPL,AVHR,4.0,chemical
PVPL,DVB,2.0,chemical
PVPL,PHAR,3.0,electrical
URYVR,RIH,1.0,chemical
URYVR,IL1VR,1.0,chemical
URYVR,RMDDR,6.0,chemical
URYVR,RMDVL,4.0,chemical
URYVR,SIBDR,1.0,chemical
URYVR,RIS,1.0,chemical
AVFR,AIML,1.0,chemical
AVFR,AVFL,24.0,mixed
AVFR,ASJL,1.0,chemical
AVFR,AVHR,2.0,mixed
AVFR,PVQL,1.0,chemical
AVFR,VC4,1.0,electrical
AVFR,VD11,1.0,chemical
AVFR,AIMR,2.0,chemical
AVFR,VC5,1.0,chemical
PLMR,BDUR,1.0,electrical
PLMR,PVR,2.0,electrical
RIFR,AWAR,2.0,chemical
RIFR,AVFL,1.0,chemical
RIFR,AVG,1.0,electrical
RIFR,AIMR,1.0,chemical
RIFR,ASKR,1.0,chemical
RIS,CEPDL,1.0,chemical
RIS,CEPDR,2.0,chemical
RIS,SDQL,3.0,chemical
RIS,DB1,1.0,electrical
RIS,CEPVL,2.0,chemical
RIS,CEPVR,1.0,chemical
RIS,OLLR,1.0,chemical
ASKR,AIMR,4.0,chemical
ASKR,ASJR,4.0,chemical
ASKR,AWAR,1.0,chemical
ASKR,CEPVR,1.0,chemical
AVFL,AIML,4.0,chemical
AVFL,HSNL,7.0,chemical
AVFL,AVG,3.0,chemical
AVFL,AVHR,7.0,mixed
AVFL,PVQL,1.0,chemical
AVFL,AIMR,2.0,chemical
AVFL,PHAL,3.0,chemical
AVFL,PHBR,1.0,chemical
AVFL,VC5,1.0,chemical
AWAR,AFDR,7.0,chemical
AWAR,ASEL,1.0,chemical
AWAR,AWAL,1.0,electrical
VD1,VC1,5.0,mixed
VD1,DB1,21.0,chemical
VD1,VC2,2.0,chemical
RMFL,SDQL,1.0,chemical
RMFL,URBR,1.0,electrical
I1L,I5,3.0,mixed
I1L,M2L,2.0,chemical
I1L,M2R,2.0,chemical
I1L,M3L,2.0,chemical
I1L,M3R,2.0,chemical
I1L,MCL,2.0,chemical
I1L,MCR,2.0,chemical
I1L,NSML,1.0,chemical
I1L,NSMR,1.0,chemical
I1L,I1R,1.0,electrical
I1L,I2L,1.0,electrical
I1L,I2R,1.0,electrical
I1L,I3,1.0,chemical
I1L,MI,1.0,electrical
RMEV,IL2L,2.0,chemical
RMEV,RIH,1.0,chemical
RMEV,IL1DL,1.0,electrical
RMEV,URAVL,2.0,chemical
RMEV,IL2VR,3.0,chemical
RMEV,URAVR,2.0,chemical
RMEV,GLRVR,1.0,electrical
RMEV,GLRVL,1.0,electrical
RMEV,IL1DR,1.0,electrical
RMEV,RMED,2.0,electrical
RMEV,RMEL,1.0,electrical
RMEV,RMER,1.0,electrical
RMEV,IL2DR,1.0,chemical
RMEV,IL2R,1.0,chemical
RMEV,IL2VL,1.0,chemical
SIAVL,RMGL,1.0,chemical
SIAVL,URBL,1.0,chemical
SIAVL,CEPVL,2.0,chemical
PVR,DB2,1.0,chemical
PVR,IL1DL,2.0,chemical
PVR,IL1DR,1.0,chemical
PVR,IL1VL,1.0,chemical
PVR,IL1VR,1.0,chemical
PVR,URADL,1.0,chemical
PVR,ALML,1.0,electrical
PVR,AVM,3.0,chemical
PVR,PVM,1.0,chemical
RIVL,ADEL,1.0,chemical
RIVL,SIAVR,2.0,chemical
RIVL,CEPVR,1.0,chemical
RMDDR,URBL,1.0,chemical
RMDDR,OLLR,10.0,chemical
RMDDR,ALML,1.0,chemical
RMDDR,OLQVR,1.0,electrical
RMDDR,RMDVL,18.0,chemical
RMDDR,URYDL,5.0,chemical
RMDDR,CEPVR,2.0,chemical
RMDDR,IL1DL,1.0,chemical
RMDDR,IL1R,2.0,chemical
RMDDR,IL1VR,10.0,chemical
RMDVL,CEPDL,3.0,chemical
RMDVL,IL1L,4.0,chemical
RMDVL,OLLL,1.0,chemical
RMDVL,RMGL,3.0,chemical
RMDVL,IL1DL,4.0,chemical
RMDVL,URYDL,6.0,chemical
RMDVL,IL1R,1.0,chemical
RMDVL,OLQVR,4.0,chemical
RMDVL,URAVR,1.0,chemical
ADEL,BDUL,4.0,chemical
ADEL,CEPDL,1.0,chemical
ADEL,IL1L,1.0,chemical
ADEL,IL2L,4.0,chemical
ADEL,OLLL,2.0,chemical
ADEL,RIH,2.0,chemical
ADEL,RMGL,1.0,chemical
ADEL,RMHL,1.0,chemical
ADEL,SIADR,1.0,chemical
ADEL,SIBDR,1.0,chemical
ADEL,URBL,1.0,chemical
ADEL,ALA,1.0,chemical
ADEL,AINL,1.0,electrical
BDUL,HSNL,1.0,chemical
BDUL,URADL,1.0,chemical
BDUL,ALML,6.0,chemical
BDUL,AVM,3.0,chemical
BDUL,PLML,1.0,electrical
CEPDL,IL1DL,4.0,chemical
CEPDL,OLLL,5.0,chemical
CEPDL,RMGL,5.0,chemical
CEPDL,RMHR,4.0,chemical
CEPDL,SIADR,2.0,chemical
CEPDL,URADL,2.0,chemical
CEPDL,URBL,5.0,chemical
CEPDL,URYDL,2.0,chemical
CEPDL,RIH,1.0,electrical
CEPDL,ALML,3.0,chemical
IL1L,IL1DL,2.0,mixed
IL1L,RMER,1.0,chemical
IL1L,IL2L,1.0,chemical
IL1L,URBL,1.0,chemical
IL1L,IL1VL,1.0,electrical
IL2L,RIH,9.0,chemical
IL2L,RMER,2.0,chemical
IL2L,RMGL,1.0,electrical
IL2L,URXL,2.0,chemical
IL2L,IL2VL,1.0,chemical
OLLL,CEPVL,8.0,chemical
OLLL,IL1VL,2.0,chemical
OLLL,OLLR,2.0,electrical
OLLL,RMEL,2.0,chemical
OLLL,URYDL,1.0,chemical
OLLL,IL1DL,1.0,electrical
RIH,BAGR,1.0,chemical
RIH,CEPDR,1.0,electrical
RIH,CEPVL,2.0,mixed
RIH,CEPVR,3.0,mixed
RIH,IL2R,7.0,chemical
RIH,OLQVR,8.0,chemical
RIH,RMER,2.0,chemical
RIH,IL1DL,1.0,chemical
RIH,IL2VR,3.0,chemical
RIH,IL2VL,2.0,chemical
RMGL,ALML,2.0,chemical
RMGL,ALNL,1.0,chemical
RMGL,RID,1.0,chemical
RMGL,RMHL,3.0,electrical
RMGL,RMHR,2.0,chemical
RMGL,SIBVR,1.0,chemical
RMGL,URXL,2.0,mixed
RMGL,ADLL,1.0,electrical
RMGL,AWBL,1.0,electrical
RMGL,PVQL,1.0,chemical
RMHL,CEPDR,4.0,chemical
RMHL,CEPVL,1.0,chemical
RMHL,IL1R,1.0,chemical
RMHL,SIBVR,1.0,electrical
SIBDR,AIML,1.0,electrical
SIBDR,OLQVR,4.0,chemical
SIBDR,SIBVR,1.0,electrical
URBL,URXL,4.0,chemical
URBL,VC5,3.0,chemical
ALA,ADLL,2.0,chemical
ALA,RID,1.0,electrical
CEPDR,BDUR,1.0,chemical
CEPDR,IL1DR,5.0,chemical
CEPDR,IL1R,1.0,chemical
CEPDR,OLLR,10.0,chemical
CEPDR,RMHR,1.0,chemical
CEPDR,SIADL,1.0,chemical
CEPDR,URADR,1.0,chemical
CEPDR,URBR,3.0,chemical
CEPDR,ALMR,1.0,chemical
CEPDR,IL2DR,1.0,chemical
OLLR,CEPVR,13.0,chemical
OLLR,IL1DR,1.0,electrical
OLLR,IL1VR,1.0,chemical
OLLR,IL2R,3.0,chemical
OLLR,RMER,2.0,chemical
OLLR,ADLR,1.0,chemical
OLLR,VC5,1.0,chemical
DD6,PDA,1.0,chemical
DD6,DVB,3.0,chemical
DVB,PDA,1.0,chemical
DVB,PHCL,1.0,chemical
PVM,AVM,1.0,chemical
PVWL,PVWR,1.0,chemical
HSNL,ASJR,1.0,chemical
HSNL,AWBL,2.0,chemical
HSNL,VC5,4.0,chemical
HSNL,PVQL,2.0,chemical
HSNL,AIMR,1.0,chemical
HSNL,ASJL,1.0,chemical
HSNL,PLML,1.0,chemical
URADL,IL1DL,2.0,chemical
URADL,RMEL,1.0,chemical
URADL,IL2DL,3.0,chemical
IL1DL,IL1DR,1.0,electrical
IL1DL,URYDL,1.0,chemical
IL1DL,IL2DL,7.0,chemical
RMHR,CEPVR,2.0,chemical
RMHR,ALNR,1.0,chemical
RMHR,RMER,1.0,chemical
RMER,URADR,1.0,chemical
RMER,URAVL,1.0,chemical
RMER,IL1VR,1.0,chemical
RMER,IL2VR,2.0,chemical
RMER,OLQVR,1.0,chemical
RMER,URAVR,2.0,chemical
RMER,GLRR,1.0,electrical
RMER,IL2DL,3.0,chemical
RMER,IL2DR,2.0,chemical
RMER,IL2VL,4.0,chemical
CEPVL,ALML,2.0,chemical
CEPVL,ADLL,1.0,chemical
CEPVL,IL1VL,2.0,chemical
CEPVL,URAVL,2.0,chemical
IL1VL,IL1VR,1.0,electrical
IL1VL,RMED,1.0,electrical
IL1VL,IL2VL,7.0,chemical
RMEL,IL1R,2.0,chemical
RMEL,URAVL,1.0,chemical
RMEL,IL2VR,3.0,chemical
RMEL,GLRL,1.0,electrical
RMEL,IL2DL,4.0,chemical
RMEL,IL2DR,2.0,chemical
RMEL,IL2R,2.0,chemical
RMEL,IL2VL,2.0,chemical
SIADL,ALMR,1.0,chemical
ALML,AIML,1.0,chemical
ALML,AVM,1.0,electrical
ALML,SDQL,2.0,chemical
AVG,PHAL,7.0,chemical
AVG,PHAR,3.0,chemical
AVHR,AIML,1.0,chemical
AVHR,ADLL,1.0,chemical
AVHR,ADLR,2.0,chemical
AVHR,VC4,1.0,chemical
AVHR,PHAL,1.0,chemical
AVHR,PHAR,1.0,chemical
AVHR,PHCR,1.0,chemical
BAGR,AINR,3.0,chemical
BAGR,BAGL,2.0,mixed
BAGR,IL2VL,1.0,chemical
BAGL,AINL,3.0,chemical
CEPVR,ALMR,1.0,chemical
CEPVR,ASGR,1.0,chemical
CEPVR,IL1VR,2.0,chemical
CEPVR,IL2VR,2.0,chemical
CEPVR,OLQVR,1.0,electrical
CEPVR,SIAVR,2.0,chemical
CEPVR,URAVR,1.0,chemical
IL2R,URBR,2.0,chemical
IL2R,IL1R,1.0,chemical
IL2R,IL1VR,1.0,electrical
IL2R,OLQVR,7.0,chemical
OLQVR,URBR,1.0,electrical
OLQVR,IL2VR,2.0,chemical
OLQVR,IL1VR,1.0,chemical
SIAVR,URBR,2.0,chemical
RID,AINR,1.0,chemical
RID,DD2,4.0,chemical
RID,DD3,3.0,chemical
RID,PDB,2.0,electrical
RID,VD5,2.0,chemical
RID,AVM,1.0,chemical
RID,DB1,1.0,electrical
AIML,ASGL,2.0,chemical
AIML,PVQL,1.0,chemical
RMED,URADR,1.0,chemical
